city,city_ascii,state_id,state_name
McKenney,McKenney,VA,Virginia
Lizton,Lizton,IN,Indiana
Fort Towson,Fort Towson,OK,Oklahoma
Circleville,Circleville,UT,Utah
Falkner,Falkner,MS,Mississippi
Manistee Lake,Manistee Lake,MI,Michigan
Ellsworth,Ellsworth,IA,Iowa
Pineview,Pineview,GA,Georgia
Knollwood,Knollwood,TX,Texas
Blucksberg Mountain,Blucksberg Mountain,SD,South Dakota
Garden Valley,Garden Valley,ID,Idaho
Rose Bud,Rose Bud,AR,Arkansas
Maynard,Maynard,IA,Iowa
Jasper,Jasper,AR,Arkansas
New Hartford,New Hartford,IA,Iowa
Mayking,Mayking,KY,Kentucky
Jumpertown,Jumpertown,MS,Mississippi
Pine Hollow,Pine Hollow,OR,Oregon
Lipan,Lipan,TX,Texas
Fort Jennings,Fort Jennings,OH,Ohio
Honomu,Honomu,HI,Hawaii
Ponderosa Pines,Ponderosa Pines,MT,Montana
Green Valley Farms,Green Valley Farms,TX,Texas
Grapeville,Grapeville,PA,Pennsylvania
Mappsville,Mappsville,VA,Virginia
Shiloh,Shiloh,NJ,New Jersey
Fox Chase,Fox Chase,KY,Kentucky
Middleville,Middleville,NY,New York
Miltonvale,Miltonvale,KS,Kansas
Lenzburg,Lenzburg,IL,Illinois
Aaronsburg,Aaronsburg,PA,Pennsylvania
Kelayres,Kelayres,PA,Pennsylvania
McGuffey,McGuffey,OH,Ohio
Charleston,Charleston,UT,Utah
Beacon,Beacon,IA,Iowa
Cochiti Lake,Cochiti Lake,NM,New Mexico
New Troy,New Troy,MI,Michigan
Rosholt,Rosholt,WI,Wisconsin
Mount Blanchard,Mount Blanchard,OH,Ohio
Woodland,Woodland,MN,Minnesota
Ethridge,Ethridge,TN,Tennessee
Shiloh,Shiloh,GA,Georgia
Valier,Valier,MT,Montana
Quaker City,Quaker City,OH,Ohio
Western Lake,Western Lake,TX,Texas
Otis,Otis,CO,Colorado
Center Point,Center Point,LA,Louisiana
Crystal Lake Park,Crystal Lake Park,MO,Missouri
Toomsboro,Toomsboro,GA,Georgia
Rockford,Rockford,WA,Washington
Brecon,Brecon,OH,Ohio
Gordon,Gordon,TX,Texas
Smith Corner,Smith Corner,CA,California
Bonneau,Bonneau,SC,South Carolina
Tower,Tower,MN,Minnesota
Junior,Junior,WV,West Virginia
Webberville,Webberville,TX,Texas
Woodson,Woodson,IL,Illinois
Brandon,Brandon,MN,Minnesota
Wilmar,Wilmar,AR,Arkansas
Murray,Murray,NE,Nebraska
Accomac,Accomac,VA,Virginia
Freeman,Freeman,MO,Missouri
Kanosh,Kanosh,UT,Utah
Bowersville,Bowersville,GA,Georgia
New Kent,New Kent,VA,Virginia
College Station,College Station,AR,Arkansas
Humeston,Humeston,IA,Iowa
Rose City,Rose City,TX,Texas
Clarence,Clarence,LA,Louisiana
Pewamo,Pewamo,MI,Michigan
Gilman,Gilman,IA,Iowa
Urich,Urich,MO,Missouri
Lyndon Station,Lyndon Station,WI,Wisconsin
Haring,Haring,MI,Michigan
West Farmington,West Farmington,OH,Ohio
Springfield,Springfield,SC,South Carolina
Rancho Banquete,Rancho Banquete,TX,Texas
New Odanah,New Odanah,WI,Wisconsin
Owensburg,Owensburg,IN,Indiana
Fletcher,Fletcher,OH,Ohio
Lilesville,Lilesville,NC,North Carolina
Stockport,Stockport,OH,Ohio
Hayesville,Hayesville,NC,North Carolina
Hoffman,Hoffman,IL,Illinois
Lake Meredith Estates,Lake Meredith Estates,TX,Texas
Oxford Junction,Oxford Junction,IA,Iowa
Delmar,Delmar,IA,Iowa
Pillager,Pillager,MN,Minnesota
Fair Play,Fair Play,MO,Missouri
Big Horn,Big Horn,WY,Wyoming
Pleasant View,Pleasant View,KY,Kentucky
Allenhurst,Allenhurst,NJ,New Jersey
Lewiston Woodville,Lewiston Woodville,NC,North Carolina
Ehrhardt,Ehrhardt,SC,South Carolina
Melbourne,Melbourne,KY,Kentucky
Dawson,Dawson,IL,Illinois
Pine Grove,Pine Grove,WV,West Virginia
Bertha,Bertha,MN,Minnesota
Fielding,Fielding,UT,Utah
Newport,Newport,IN,Indiana
Deercroft,Deercroft,NC,North Carolina
Clearview,Clearview,WV,West Virginia
Young,Young,AZ,Arizona
Simpson,Simpson,NC,North Carolina
Tabernash,Tabernash,CO,Colorado
Lennon,Lennon,MI,Michigan
St. Paul,St. Paul,AK,Alaska
Kandiyohi,Kandiyohi,MN,Minnesota
Monterey,Monterey,LA,Louisiana
Arnett,Arnett,OK,Oklahoma
Fort Garland,Fort Garland,CO,Colorado
Bobtown,Bobtown,PA,Pennsylvania
Scotch Meadows,Scotch Meadows,NC,North Carolina
Berthold,Berthold,ND,North Dakota
Lacomb,Lacomb,OR,Oregon
Old Hundred,Old Hundred,NC,North Carolina
Burlington Junction,Burlington Junction,MO,Missouri
Auburn,Auburn,WY,Wyoming
Kaneville,Kaneville,IL,Illinois
Ohio,Ohio,IL,Illinois
Aguilar,Aguilar,CO,Colorado
Lostant,Lostant,IL,Illinois
Buffalo,Buffalo,IL,Illinois
Fife Lake,Fife Lake,MI,Michigan
Portage,Portage,OH,Ohio
Amber,Amber,OK,Oklahoma
Glen Allen,Glen Allen,AL,Alabama
Lefors,Lefors,TX,Texas
Jacksonville,Jacksonville,OH,Ohio
Bear Creek,Bear Creek,TX,Texas
Los Ebanos,Los Ebanos,TX,Texas
Collins,Collins,OH,Ohio
Pettus,Pettus,TX,Texas
Arnot,Arnot,PA,Pennsylvania
Humphrey,Humphrey,AR,Arkansas
Orangeville,Orangeville,PA,Pennsylvania
Pollock,Pollock,LA,Louisiana
Depew,Depew,OK,Oklahoma
Hammond,Hammond,IL,Illinois
Fairview Beach,Fairview Beach,VA,Virginia
Friendsville,Friendsville,MD,Maryland
Lake Ivanhoe,Lake Ivanhoe,WI,Wisconsin
West Alexander,West Alexander,PA,Pennsylvania
Lyons,Lyons,PA,Pennsylvania
Old Forge,Old Forge,NY,New York
Bellefonte,Bellefonte,AR,Arkansas
Red Oak,Red Oak,OK,Oklahoma
Cooper Landing,Cooper Landing,AK,Alaska
Omar,Omar,WV,West Virginia
Nassawadox,Nassawadox,VA,Virginia
Charter Oak,Charter Oak,IA,Iowa
Loganton,Loganton,PA,Pennsylvania
Hecker,Hecker,IL,Illinois
Verona,Verona,OH,Ohio
Red Level,Red Level,AL,Alabama
Onyx,Onyx,CA,California
Falmouth,Falmouth,PA,Pennsylvania
Icehouse Canyon,Icehouse Canyon,AZ,Arizona
Smyer,Smyer,TX,Texas
Webb,Webb,MS,Mississippi
Chapin,Chapin,IL,Illinois
Star Harbor,Star Harbor,TX,Texas
Burnsville,Burnsville,WV,West Virginia
Gateway,Gateway,AR,Arkansas
Melrose,Melrose,WI,Wisconsin
Allendale,Allendale,IL,Illinois
Bliss,Bliss,NY,New York
Mather,Mather,PA,Pennsylvania
Delleker,Delleker,CA,California
Glenwood,Glenwood,UT,Utah
Breda,Breda,IA,Iowa
Whittemore,Whittemore,IA,Iowa
Withee,Withee,WI,Wisconsin
Nances Creek,Nances Creek,AL,Alabama
Josephville,Josephville,MO,Missouri
Bennett,Bennett,NC,North Carolina
Altura,Altura,MN,Minnesota
Sledge,Sledge,MS,Mississippi
Tovey,Tovey,IL,Illinois
Summit,Summit,SC,South Carolina
Hopkins,Hopkins,MO,Missouri
Pleasant Grove,Pleasant Grove,MD,Maryland
Prospect,Prospect,OR,Oregon
Erskine,Erskine,MN,Minnesota
Morning Glory,Morning Glory,TX,Texas
Dover,Dover,OK,Oklahoma
Bruceville,Bruceville,IN,Indiana
Neapolis,Neapolis,OH,Ohio
Dyckesville,Dyckesville,WI,Wisconsin
Cement,Cement,OK,Oklahoma
Enterprise,Enterprise,MS,Mississippi
Taylor,Taylor,WI,Wisconsin
White Haven,White Haven,MT,Montana
Butterfield,Butterfield,MO,Missouri
Baumstown,Baumstown,PA,Pennsylvania
Wauhillau,Wauhillau,OK,Oklahoma
Lime Springs,Lime Springs,IA,Iowa
Brazos Country,Brazos Country,TX,Texas
Neelyville,Neelyville,MO,Missouri
Tallula,Tallula,IL,Illinois
Fair Play,Fair Play,SC,South Carolina
Sudlersville,Sudlersville,MD,Maryland
Scotland,Scotland,TX,Texas
San Fidel,San Fidel,NM,New Mexico
Coalton,Coalton,OH,Ohio
Lyman,Lyman,WA,Washington
South Wayne,South Wayne,WI,Wisconsin
Corwin,Corwin,OH,Ohio
St. Joe,St. Joe,IN,Indiana
Shaver Lake,Shaver Lake,CA,California
Crawfordville,Crawfordville,GA,Georgia
Rouseville,Rouseville,PA,Pennsylvania
East Carondelet,East Carondelet,IL,Illinois
Winthrop,Winthrop,WA,Washington
Amsterdam,Amsterdam,OH,Ohio
Ione,Ione,WA,Washington
Tamms,Tamms,IL,Illinois
Corn,Corn,OK,Oklahoma
Coopers Plains,Coopers Plains,NY,New York
Hewlett Neck,Hewlett Neck,NY,New York
Oak Grove Village,Oak Grove Village,MO,Missouri
Chrisney,Chrisney,IN,Indiana
Cortland,Cortland,NE,Nebraska
Kenvir,Kenvir,KY,Kentucky
Millsboro,Millsboro,PA,Pennsylvania
Kendall,Kendall,WI,Wisconsin
Argonia,Argonia,KS,Kansas
Unionville,Unionville,MI,Michigan
Marianna,Marianna,PA,Pennsylvania
Mackinac Island,Mackinac Island,MI,Michigan
Fairview,Fairview,IL,Illinois
Timbercreek Canyon,Timbercreek Canyon,TX,Texas
Rothsay,Rothsay,MN,Minnesota
Chefornak,Chefornak,AK,Alaska
Bayfield,Bayfield,WI,Wisconsin
Glen Park,Glen Park,NY,New York
Oacoma,Oacoma,SD,South Dakota
East Millstone,East Millstone,NJ,New Jersey
Mountain Lake,Mountain Lake,NJ,New Jersey
Bedias,Bedias,TX,Texas
Thayer,Thayer,KS,Kansas
McNeil,McNeil,AR,Arkansas
St. Marie,St. Marie,MT,Montana
Oak Park,Oak Park,GA,Georgia
Naplate,Naplate,IL,Illinois
Weston,Weston,ID,Idaho
Hornbeak,Hornbeak,TN,Tennessee
Wheatland,Wheatland,IN,Indiana
Prue,Prue,OK,Oklahoma
Chance,Chance,MD,Maryland
Wounded Knee,Wounded Knee,SD,South Dakota
Latimer,Latimer,IA,Iowa
University Park,University Park,IA,Iowa
Thompson,Thompson,IA,Iowa
Rawlings,Rawlings,MD,Maryland
Shartlesville,Shartlesville,PA,Pennsylvania
Franklin,Franklin,MN,Minnesota
Gilmore City,Gilmore City,IA,Iowa
Jenkins,Jenkins,MN,Minnesota
Delhi,Delhi,IA,Iowa
Foxworth,Foxworth,MS,Mississippi
Sorento,Sorento,IL,Illinois
Beech Bottom,Beech Bottom,WV,West Virginia
Grand View,Grand View,ID,Idaho
Mercer,Mercer,WI,Wisconsin
East Kingston,East Kingston,NY,New York
Warner,Warner,SD,South Dakota
Hallsburg,Hallsburg,TX,Texas
Bowdle,Bowdle,SD,South Dakota
Cowen,Cowen,WV,West Virginia
Dakota,Dakota,IL,Illinois
Argusville,Argusville,ND,North Dakota
Palmyra,Palmyra,UT,Utah
South Toledo Bend,South Toledo Bend,TX,Texas
Gustine,Gustine,TX,Texas
North Hampton,North Hampton,OH,Ohio
Naknek,Naknek,AK,Alaska
Thorne Bay,Thorne Bay,AK,Alaska
Ducktown,Ducktown,TN,Tennessee
Palmer,Palmer,NE,Nebraska
Denver,Denver,IN,Indiana
Blum,Blum,TX,Texas
Idaho City,Idaho City,ID,Idaho
Potts Camp,Potts Camp,MS,Mississippi
Harrisville,Harrisville,MI,Michigan
Spokane Creek,Spokane Creek,MT,Montana
Sulphur Rock,Sulphur Rock,AR,Arkansas
Maysville,Maysville,AR,Arkansas
Wamsutter,Wamsutter,WY,Wyoming
East Arcadia,East Arcadia,NC,North Carolina
Brewster,Brewster,MN,Minnesota
Collins,Collins,IA,Iowa
Mammoth,Mammoth,PA,Pennsylvania
Roxie,Roxie,MS,Mississippi
Plymouth,Plymouth,IL,Illinois
Millingport,Millingport,NC,North Carolina
Lynd,Lynd,MN,Minnesota
Junction City,Junction City,IL,Illinois
Manalapan,Manalapan,FL,Florida
North Rose,North Rose,NY,New York
Clintonville,Clintonville,PA,Pennsylvania
Pinal,Pinal,AZ,Arizona
Riverwood,Riverwood,KY,Kentucky
Kosse,Kosse,TX,Texas
Midway,Midway,AL,Alabama
Bancroft,Bancroft,NE,Nebraska
Bellamy,Bellamy,AL,Alabama
Morven,Morven,NC,North Carolina
St. Cloud,St. Cloud,WI,Wisconsin
Wilbur Park,Wilbur Park,MO,Missouri
Forestville,Forestville,PA,Pennsylvania
Takilma,Takilma,OR,Oregon
Hector,Hector,AR,Arkansas
Endeavor,Endeavor,WI,Wisconsin
Penn,Penn,PA,Pennsylvania
Great Cacapon,Great Cacapon,WV,West Virginia
Oglesby,Oglesby,TX,Texas
Weedville,Weedville,PA,Pennsylvania
Sicily Island,Sicily Island,LA,Louisiana
Beallsville,Beallsville,PA,Pennsylvania
West Point,West Point,IN,Indiana
Haysi,Haysi,VA,Virginia
Waterford,Waterford,OH,Ohio
Knapp,Knapp,WI,Wisconsin
Fromberg,Fromberg,MT,Montana
North Lynbrook,North Lynbrook,NY,New York
Hermitage,Hermitage,MO,Missouri
Gadsden,Gadsden,TN,Tennessee
Coleville,Coleville,CA,California
Lyle,Lyle,WA,Washington
Glenbeulah,Glenbeulah,WI,Wisconsin
Nunn,Nunn,CO,Colorado
Sidon,Sidon,MS,Mississippi
Iuka,Iuka,IL,Illinois
Lost Creek,Lost Creek,WV,West Virginia
Fort Johnson,Fort Johnson,NY,New York
Whigham,Whigham,GA,Georgia
Turkey Creek,Turkey Creek,LA,Louisiana
Mosier,Mosier,OR,Oregon
West Nanticoke,West Nanticoke,PA,Pennsylvania
Petersburg,Petersburg,PA,Pennsylvania
Yampa,Yampa,CO,Colorado
Allensville,Allensville,PA,Pennsylvania
Pathfork,Pathfork,KY,Kentucky
Alford,Alford,FL,Florida
Decatur,Decatur,NE,Nebraska
Munnsville,Munnsville,NY,New York
Rolling Prairie,Rolling Prairie,IN,Indiana
Red River,Red River,NM,New Mexico
Mullen,Mullen,NE,Nebraska
Stacyville,Stacyville,IA,Iowa
Dean,Dean,TX,Texas
Greenville,Greenville,MO,Missouri
Allen,Allen,SD,South Dakota
Tremont,Tremont,MS,Mississippi
Klemme,Klemme,IA,Iowa
Fairview,Fairview,AL,Alabama
St. Bernice,St. Bernice,IN,Indiana
Protection,Protection,KS,Kansas
Big Chimney,Big Chimney,WV,West Virginia
Naytahwaush,Naytahwaush,MN,Minnesota
Spring Bay,Spring Bay,IL,Illinois
Arbyrd,Arbyrd,MO,Missouri
Louisville,Louisville,AL,Alabama
Tull,Tull,AR,Arkansas
Irving,Irving,IL,Illinois
Townsend,Townsend,TN,Tennessee
Ferndale,Ferndale,FL,Florida
Crescent Valley,Crescent Valley,NV,Nevada
Lucerne,Lucerne,WY,Wyoming
Eureka,Eureka,NV,Nevada
Seward,Seward,PA,Pennsylvania
Kiester,Kiester,MN,Minnesota
Robinette,Robinette,WV,West Virginia
Towanda,Towanda,IL,Illinois
Eighty Four,Eighty Four,PA,Pennsylvania
Broadus,Broadus,MT,Montana
Marshall,Marshall,AK,Alaska
Emmet,Emmet,AR,Arkansas
Millsap,Millsap,TX,Texas
Bridgewater,Bridgewater,SD,South Dakota
Ephesus,Ephesus,GA,Georgia
Abrams,Abrams,WI,Wisconsin
Kingman,Kingman,IN,Indiana
Lafe,Lafe,AR,Arkansas
Martensdale,Martensdale,IA,Iowa
North Adams,North Adams,MI,Michigan
El Refugio,El Refugio,TX,Texas
Beersheba Springs,Beersheba Springs,TN,Tennessee
North Powder,North Powder,OR,Oregon
Leeds,Leeds,ND,North Dakota
Hatley,Hatley,MS,Mississippi
Salesville,Salesville,AR,Arkansas
Leitersburg,Leitersburg,MD,Maryland
Glen St. Mary,Glen St. Mary,FL,Florida
Plymouth,Plymouth,UT,Utah
Kaleva,Kaleva,MI,Michigan
Berlin,Berlin,AL,Alabama
Sprague,Sprague,WA,Washington
Emden,Emden,IL,Illinois
Alta,Alta,WY,Wyoming
Hatteras,Hatteras,NC,North Carolina
Sterling,Sterling,NE,Nebraska
Norwood,Norwood,IL,Illinois
Cushman,Cushman,AR,Arkansas
Ocheyedan,Ocheyedan,IA,Iowa
Ivanhoe,Ivanhoe,VA,Virginia
Angoon,Angoon,AK,Alaska
Greentop,Greentop,MO,Missouri
Ivy,Ivy,VA,Virginia
Hawthorn,Hawthorn,PA,Pennsylvania
Hayesville,Hayesville,OH,Ohio
Forest Hills,Forest Hills,KY,Kentucky
Danube,Danube,MN,Minnesota
Nezperce,Nezperce,ID,Idaho
Colton,Colton,WA,Washington
Mesquite Creek,Mesquite Creek,AZ,Arizona
Urbanna,Urbanna,VA,Virginia
Mad River,Mad River,CA,California
Gisela,Gisela,AZ,Arizona
Versailles,Versailles,IL,Illinois
Mount Crawford,Mount Crawford,VA,Virginia
Lamont,Lamont,IA,Iowa
Lockhart,Lockhart,SC,South Carolina
Butte Falls,Butte Falls,OR,Oregon
Bowen,Bowen,IL,Illinois
Summersville,Summersville,KY,Kentucky
Florence,Florence,WI,Wisconsin
Caldwell,Caldwell,AR,Arkansas
Big Stone City,Big Stone City,SD,South Dakota
Lingle,Lingle,WY,Wyoming
Richmond,Richmond,KS,Kansas
Paden,Paden,OK,Oklahoma
Dumas,Dumas,MS,Mississippi
Clarksburg,Clarksburg,CA,California
Qulin,Qulin,MO,Missouri
Crawfordsville,Crawfordsville,AR,Arkansas
Pasadena Park,Pasadena Park,MO,Missouri
Menlo,Menlo,GA,Georgia
Ellsworth,Ellsworth,MN,Minnesota
South Mills,South Mills,NC,North Carolina
Strong City,Strong City,KS,Kansas
Drummond,Drummond,OK,Oklahoma
Fontanet,Fontanet,IN,Indiana
Valley Falls,Valley Falls,NY,New York
Waite Hill,Waite Hill,OH,Ohio
Cornell,Cornell,IL,Illinois
Glasco,Glasco,KS,Kansas
Fredonia,Fredonia,PA,Pennsylvania
Jerome,Jerome,AZ,Arizona
St. Paul,St. Paul,OR,Oregon
Gilt Edge,Gilt Edge,TN,Tennessee
White Pine,White Pine,MI,Michigan
Kendleton,Kendleton,TX,Texas
Jackson,Jackson,NC,North Carolina
Proctor,Proctor,OK,Oklahoma
Greasewood,Greasewood,AZ,Arizona
Bryant,Bryant,SD,South Dakota
Orchid,Orchid,FL,Florida
Laketon,Laketon,IN,Indiana
Wilkinson,Wilkinson,IN,Indiana
West Point,West Point,CA,California
Lanesboro,Lanesboro,PA,Pennsylvania
Mecosta,Mecosta,MI,Michigan
Nelsonia,Nelsonia,VA,Virginia
Kellogg,Kellogg,MN,Minnesota
Calhoun,Calhoun,MO,Missouri
Beecher City,Beecher City,IL,Illinois
Chattanooga,Chattanooga,OK,Oklahoma
Otterville,Otterville,MO,Missouri
Allen,Allen,MD,Maryland
Cherry,Cherry,IL,Illinois
Jupiter Inlet Colony,Jupiter Inlet Colony,FL,Florida
Ashley Heights,Ashley Heights,NC,North Carolina
Thompsonville,Thompsonville,MI,Michigan
Kanopolis,Kanopolis,KS,Kansas
Medicine Park,Medicine Park,OK,Oklahoma
Byers,Byers,TX,Texas
Martinsville,Martinsville,OH,Ohio
Lane,Lane,SC,South Carolina
Alleman,Alleman,IA,Iowa
Michigantown,Michigantown,IN,Indiana
Wimer,Wimer,OR,Oregon
Crooked Creek,Crooked Creek,GA,Georgia
Avondale,Avondale,MO,Missouri
Fawn Grove,Fawn Grove,PA,Pennsylvania
Lake Hart,Lake Hart,FL,Florida
Roann,Roann,IN,Indiana
Carnelian Bay,Carnelian Bay,CA,California
Baileyton,Baileyton,TN,Tennessee
Mount Lena,Mount Lena,MD,Maryland
Highland Meadows,Highland Meadows,NM,New Mexico
Island,Island,KY,Kentucky
Ravenden,Ravenden,AR,Arkansas
Cousins Island,Cousins Island,ME,Maine
Reyno,Reyno,AR,Arkansas
Peña Pobre,Pena Pobre,PR,Puerto Rico
Falls Village,Falls Village,CT,Connecticut
Bayard,Bayard,IA,Iowa
Carolina,Carolina,WV,West Virginia
Newfield Hamlet,Newfield Hamlet,NY,New York
Emery,Emery,SD,South Dakota
Edgar,Edgar,NE,Nebraska
Funston,Funston,GA,Georgia
Fernville,Fernville,PA,Pennsylvania
Galena,Galena,AK,Alaska
Holton,Holton,IN,Indiana
Coleridge,Coleridge,NE,Nebraska
Pleasanton,Pleasanton,NM,New Mexico
Vanderbilt,Vanderbilt,PA,Pennsylvania
Mount Auburn,Mount Auburn,IL,Illinois
Hallsboro,Hallsboro,NC,North Carolina
Fithian,Fithian,IL,Illinois
Cobb,Cobb,WI,Wisconsin
Cosmos,Cosmos,MN,Minnesota
Skellytown,Skellytown,TX,Texas
Norbourne Estates,Norbourne Estates,KY,Kentucky
Rutledge,Rutledge,AL,Alabama
Senecaville,Senecaville,OH,Ohio
Emerson,Emerson,IA,Iowa
Point Arena,Point Arena,CA,California
Arlington,Arlington,KS,Kansas
Lake Petersburg,Lake Petersburg,IL,Illinois
Touchet,Touchet,WA,Washington
Emerado,Emerado,ND,North Dakota
Bass Lake,Bass Lake,CA,California
Cheriton,Cheriton,VA,Virginia
Montcalm,Montcalm,WV,West Virginia
Fox,Fox,AK,Alaska
Coloma,Coloma,WI,Wisconsin
Rothbury,Rothbury,MI,Michigan
Elgin,Elgin,TN,Tennessee
Lattimore,Lattimore,NC,North Carolina
Ualapue,Ualapue,HI,Hawaii
Essex,Essex,MO,Missouri
Diablo,Diablo,CA,California
Gustavus,Gustavus,AK,Alaska
Wacissa,Wacissa,FL,Florida
Lodge Grass,Lodge Grass,MT,Montana
Tildenville,Tildenville,FL,Florida
Jamesville,Jamesville,NC,North Carolina
Broad Top City,Broad Top City,PA,Pennsylvania
Camargo,Camargo,IL,Illinois
Henry,Henry,TN,Tennessee
Keytesville,Keytesville,MO,Missouri
South Bethlehem,South Bethlehem,PA,Pennsylvania
Randolph,Randolph,MN,Minnesota
Lauderdale,Lauderdale,MS,Mississippi
Milton,Milton,IN,Indiana
Alberton,Alberton,MT,Montana
Woodland,Woodland,MI,Michigan
Branson West,Branson West,MO,Missouri
Richmond,Richmond,OH,Ohio
Convent,Convent,LA,Louisiana
Farragut,Farragut,IA,Iowa
Kennard,Kennard,IN,Indiana
Carter Springs,Carter Springs,NV,Nevada
Appleby,Appleby,TX,Texas
Marston,Marston,MO,Missouri
Springboro,Springboro,PA,Pennsylvania
Terminous,Terminous,CA,California
Fries,Fries,VA,Virginia
Point Place,Point Place,LA,Louisiana
West Manchester,West Manchester,OH,Ohio
Huntsville,Huntsville,OH,Ohio
Brownsdale,Brownsdale,FL,Florida
Kopperston,Kopperston,WV,West Virginia
McArthur,McArthur,CA,California
Wilroads Gardens,Wilroads Gardens,KS,Kansas
Hudson,Hudson,WY,Wyoming
Gloria Glens Park,Gloria Glens Park,OH,Ohio
Cinco Bayou,Cinco Bayou,FL,Florida
Nelson,Nelson,NE,Nebraska
Atlantic Beach,Atlantic Beach,SC,South Carolina
Gouglersville,Gouglersville,PA,Pennsylvania
Moorland,Moorland,KY,Kentucky
Briarwood,Briarwood,KY,Kentucky
Cochiti,Cochiti,NM,New Mexico
Fenwick Island,Fenwick Island,DE,Delaware
Bakersville,Bakersville,NC,North Carolina
Calion,Calion,AR,Arkansas
Weippe,Weippe,ID,Idaho
Taylor,Taylor,MS,Mississippi
Clarksburg,Clarksburg,OH,Ohio
Evening Shade,Evening Shade,AR,Arkansas
Scammon,Scammon,KS,Kansas
Avery,Avery,TX,Texas
Holland Patent,Holland Patent,NY,New York
Moreland,Moreland,GA,Georgia
Elk Park,Elk Park,NC,North Carolina
Panama,Panama,NY,New York
Robinson,Robinson,PA,Pennsylvania
Bransford,Bransford,TN,Tennessee
Ripley,Ripley,CA,California
Summerhill,Summerhill,PA,Pennsylvania
Greenview,Greenview,WV,West Virginia
Mount Pleasant,Mount Pleasant,OH,Ohio
South Prairie,South Prairie,WA,Washington
Sigurd,Sigurd,UT,Utah
Montrose,Montrose,SD,South Dakota
Titonka,Titonka,IA,Iowa
Winchester,Winchester,ID,Idaho
Akeley,Akeley,MN,Minnesota
Highland Haven,Highland Haven,TX,Texas
Edison,Edison,OH,Ohio
Wapanucka,Wapanucka,OK,Oklahoma
South Heights,South Heights,PA,Pennsylvania
Leedey,Leedey,OK,Oklahoma
Lashmeet,Lashmeet,WV,West Virginia
Douglassville,Douglassville,PA,Pennsylvania
JAARS,JAARS,NC,North Carolina
Mount Sidney,Mount Sidney,VA,Virginia
Bigfork,Bigfork,MN,Minnesota
Grimesland,Grimesland,NC,North Carolina
Harrison,Harrison,GA,Georgia
Buffalo Springs,Buffalo Springs,TX,Texas
Shippenville,Shippenville,PA,Pennsylvania
River Bluff,River Bluff,KY,Kentucky
Mansfield,Mansfield,GA,Georgia
La Grange,La Grange,WY,Wyoming
Carmichaels,Carmichaels,PA,Pennsylvania
Dillwyn,Dillwyn,VA,Virginia
Spottsville,Spottsville,KY,Kentucky
Ashby,Ashby,MN,Minnesota
Heeney,Heeney,CO,Colorado
St. Stephens,St. Stephens,AL,Alabama
Clay,Clay,WV,West Virginia
Maupin,Maupin,OR,Oregon
Follett,Follett,TX,Texas
Ridgeside,Ridgeside,TN,Tennessee
Bridgeton,Bridgeton,NC,North Carolina
Bigfoot,Bigfoot,TX,Texas
Offerman,Offerman,GA,Georgia
Tierra Verde,Tierra Verde,TX,Texas
Spalding,Spalding,NE,Nebraska
Arden,Arden,DE,Delaware
Arjay,Arjay,KY,Kentucky
Sacramento,Sacramento,KY,Kentucky
Herman,Herman,MN,Minnesota
Max Meadows,Max Meadows,VA,Virginia
Dix,Dix,IL,Illinois
Teton Village,Teton Village,WY,Wyoming
Merrimac,Merrimac,WI,Wisconsin
Irondale,Irondale,MO,Missouri
Manokotak,Manokotak,AK,Alaska
Neola,Neola,UT,Utah
Roanoke,Roanoke,LA,Louisiana
New Era,New Era,MI,Michigan
Fort Thomas,Fort Thomas,AZ,Arizona
Wheeler,Wheeler,OR,Oregon
Norwich,Norwich,KS,Kansas
Cleveland,Cleveland,UT,Utah
Buckner,Buckner,IL,Illinois
Strasburg,Strasburg,IL,Illinois
Oak Island,Oak Island,TX,Texas
Parkton,Parkton,NC,North Carolina
Stewartsville,Stewartsville,NJ,New Jersey
Bloomingdale,Bloomingdale,MI,Michigan
Oakesdale,Oakesdale,WA,Washington
Junction City,Junction City,WI,Wisconsin
Ideal,Ideal,GA,Georgia
DISH,DISH,TX,Texas
Prairie Farm,Prairie Farm,WI,Wisconsin
New Village,New Village,NJ,New Jersey
Fossil,Fossil,OR,Oregon
Grover,Grover,WY,Wyoming
Bear Creek,Bear Creek,WI,Wisconsin
Dry Prong,Dry Prong,LA,Louisiana
Chase,Chase,KS,Kansas
Leakey,Leakey,TX,Texas
McMullin,McMullin,VA,Virginia
Murdo,Murdo,SD,South Dakota
Manuel Garcia,Manuel Garcia,TX,Texas
Cunningham,Cunningham,KS,Kansas
Stouchsburg,Stouchsburg,PA,Pennsylvania
Montrose Manor,Montrose Manor,PA,Pennsylvania
Industry,Industry,IL,Illinois
San Pedro,San Pedro,TX,Texas
Bitter Springs,Bitter Springs,AZ,Arizona
Nettie,Nettie,WV,West Virginia
Noxapater,Noxapater,MS,Mississippi
Fallon Station,Fallon Station,NV,Nevada
Sextonville,Sextonville,WI,Wisconsin
Dalmatia,Dalmatia,PA,Pennsylvania
Galena,Galena,MO,Missouri
D'Lo,D'Lo,MS,Mississippi
Potwin,Potwin,KS,Kansas
New Auburn,New Auburn,MN,Minnesota
Kensington,Kensington,KS,Kansas
Miles,Miles,IA,Iowa
Marysvale,Marysvale,UT,Utah
Hornbeck,Hornbeck,LA,Louisiana
North Omak,North Omak,WA,Washington
Sidman,Sidman,PA,Pennsylvania
